#BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1     3.16369     3.16369           0
           2     3.24114     3.20241   0.0273825
           3     3.22464     3.20982   0.0192311
           4      3.0776     3.17677   0.0320548
           5     2.98593      3.1386   0.0426968
           6     3.00869     3.11695    0.040702
           7     3.09466     3.11376   0.0350117
           8     2.99279     3.09864   0.0337429
           9     3.08867     3.09753   0.0300119
          10     3.08124      3.0959   0.0270549
          11     3.00919     3.08802    0.025718
          12     3.12268     3.09091   0.0237365
          13     3.09517     3.09124   0.0219129
          14     2.92037     3.07903    0.023502
          15     3.03557     3.07614   0.0221131
          16      3.0489     3.07443   0.0207964
          17     3.18945      3.0812   0.0206442
          18     3.10437     3.08249   0.0195374
          19      2.8786     3.07176   0.0212527
          20     3.03383     3.06986   0.0202745
