#   N_BLOCK:  ACCEPTANCE:
           1     0.38148
           2    0.381582
           3    0.381641
           4    0.381828
           5    0.381553
           6    0.381537
           7    0.381427
           8    0.381383
           9    0.381525
          10    0.381522
          11    0.381531
          12    0.381606
          13    0.381563
          14    0.381527
          15     0.38157
          16    0.381535
          17    0.381497
          18    0.381479
          19    0.381467
          20    0.381381
