#BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.196489    0.196489           0
           2    0.196349    0.196419 4.95666e-05
           3    0.197141     0.19666  0.00019937
           4    0.196512    0.196623 0.000152927
           5    0.196516    0.196601 0.000123819
           6    0.195723    0.196455 0.000168866
           7    0.196311    0.196434 0.000145982
           8    0.196316     0.19642 0.000128484
           9    0.196829    0.196465  0.00012201
          10    0.196924    0.196511 0.000118139
          11    0.197688    0.196618 0.000148106
          12    0.196543    0.196612 0.000135897
          13    0.197542    0.196683 0.000143053
          14    0.196091    0.196641  0.00013895
          15    0.197574    0.196703 0.000142932
          16    0.196653      0.1967 0.000134033
          17    0.197102    0.196724 0.000128213
          18    0.195907    0.196678 0.000128864
          19    0.196884    0.196689 0.000122535
          20    0.197061    0.196708 0.000117808
