#BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.462837   -0.462837           0
           2    -0.46129   -0.462063 0.000547018
           3   -0.461311   -0.461813 0.000418186
           4   -0.462659   -0.462024 0.000363279
           5   -0.462297   -0.462079 0.000294686
           6   -0.462983   -0.462229 0.000281501
           7   -0.462377   -0.462251 0.000242072
           8   -0.462081   -0.462229  0.00021274
           9   -0.462329    -0.46224  0.00018939
          10   -0.461714   -0.462188 0.000177604
          11   -0.462399   -0.462207 0.000162495
          12   -0.462415   -0.462224 0.000149877
          13   -0.461126    -0.46214 0.000160418
          14   -0.462715   -0.462181 0.000154135
          15   -0.462498   -0.462202 0.000145298
          16   -0.461345   -0.462148  0.00014576
          17    -0.46302     -0.4622 0.000145924
          18    -0.46143   -0.462157  0.00014394
          19   -0.462588    -0.46218  0.00013814
          20   -0.461572   -0.462149 0.000134533
