#BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.521859    0.521859           0
           2    0.510141       0.516  0.00414312
           3    0.515265    0.515755  0.00276931
           4    0.538567    0.521458  0.00535798
           5    0.515783    0.520323  0.00440497
           6    0.532279    0.522316  0.00409677
           7    0.546618    0.525787  0.00476043
           8    0.543002    0.527939  0.00462622
           9    0.505873    0.525487  0.00471738
          10    0.515523    0.524491  0.00434961
          11    0.527113    0.524729  0.00396072
          12    0.539024     0.52592  0.00380558
          13    0.460415    0.520882  0.00598138
          14    0.488045    0.518536  0.00599639
          15     0.53638    0.519726   0.0057134
          16    0.536009    0.520743   0.0054462
          17    0.515094    0.520411  0.00513596
          18    0.504804    0.519544  0.00492327
          19    0.513998    0.519252   0.0046728
          20    0.508689    0.518724  0.00446891
