#BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.926072   -0.926072           0
           2   -0.921292   -0.923682  0.00168999
           3    -0.91752   -0.921628  0.00202039
           4   -0.917616   -0.920625   0.0017466
           5   -0.925652    -0.92163  0.00166164
           6   -0.919068   -0.921203  0.00143854
           7   -0.919592   -0.920973  0.00125131
           8   -0.926108   -0.921615  0.00124871
           9   -0.915832   -0.920972  0.00126453
          10   -0.925712   -0.921446  0.00122368
          11   -0.923144   -0.921601  0.00112212
          12   -0.926728   -0.922028  0.00110697
          13   -0.918224   -0.921735  0.00105979
          14    -0.92284   -0.921814 0.000987025
          15   -0.922032   -0.921829  0.00092133
          16   -0.924588   -0.922001 0.000879738
          17   -0.922796   -0.922048  0.00082923
          18   -0.925452   -0.922237 0.000804437
          19    -0.92004   -0.922121 0.000770365
          20   -0.927312   -0.922381 0.000774329
