#BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1     2.62237     2.62237           0
           2     2.55402     2.58819   0.0241659
           3     2.63348     2.60329   0.0202849
           4     2.56836     2.59456   0.0169896
           5     2.58973     2.59359    0.013619
           6     2.58909     2.59284   0.0113699
           7     2.61396     2.59586    0.010138
           8     2.56383     2.59185  0.00962869
           9     2.60591     2.59342  0.00868449
          10     2.57853     2.59193  0.00794261
          11     2.62981     2.59537  0.00793225
          12     2.58521     2.59452  0.00731628
          13     2.64131     2.59812  0.00758707
          14     2.63052     2.60044  0.00738965
          15     2.57812     2.59895  0.00704512
          16      2.5704     2.59716  0.00682704
          17     2.65476     2.60055  0.00721722
          18     2.63628     2.60254  0.00708387
          19     2.61408     2.60314  0.00673704
          20     2.61772     2.60387  0.00643947
