#BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1     2.48398     2.48398           0
           2     2.37856     2.43127   0.0372716
           3     2.47312     2.44522   0.0273339
           4     2.14578     2.37036   0.0679947
           5     2.35472     2.36723   0.0544677
           6     2.66428     2.41674   0.0640528
           7     2.18926     2.38424   0.0626057
           8     2.33714     2.37835   0.0550562
           9     2.77964     2.42294   0.0645146
          10     2.53344     2.43399   0.0590018
          11     2.65778     2.45434   0.0570378
          12     2.22026     2.43483     0.05552
          13     2.53798     2.44276   0.0518131
          14     2.59744     2.45381    0.049276
          15     2.50936     2.45752   0.0461299
          16       2.583     2.46536   0.0439084
          17     2.74178     2.48162   0.0442339
          18     2.62128     2.48938   0.0424515
          19      2.3529     2.48219   0.0408204
          20     2.72638      2.4944   0.0405642
