#BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1     3.04415     3.04415           0
           2     3.10336     3.07376    0.020936
           3     3.05015     3.06589   0.0153655
           4     3.06121     3.06472   0.0115685
           5     3.05479     3.06273  0.00942376
           6     3.06414     3.06297  0.00785606
           7     3.06094     3.06268  0.00673912
           8     3.09938     3.06726  0.00729334
           9     3.10872     3.07187   0.0078033
          10     3.11334     3.07602  0.00804988
          11     3.08317     3.07667  0.00734428
          12     3.02682     3.07251  0.00781921
          13     3.14836     3.07835  0.00913872
          14     3.01649     3.07393  0.00949428
          15     3.03487     3.07133  0.00921145
          16     3.10896     3.07368  0.00893106
          17     3.09194     3.07475  0.00847008
          18     3.06379     3.07414  0.00802139
          19     3.06615     3.07372  0.00761025
          20     3.05997     3.07304  0.00726075
