#   N_BLOCK:  ACCEPTANCE:
           1    0.164091
           2    0.164015
           3    0.164405
           4    0.164767
           5    0.164609
           6    0.164663
           7    0.164628
           8    0.164452
           9    0.164535
          10    0.164524
          11    0.164212
          12    0.164227
          13    0.164172
          14    0.164164
          15    0.164277
          16    0.164251
          17    0.164307
          18    0.164463
          19    0.164477
          20    0.164467
