#BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.216441    0.216441           0
           2    0.222515    0.219478   0.0021474
           3    0.217494    0.218817  0.00152999
           4    0.218371    0.218705  0.00115154
           5    0.221939    0.219352  0.00108781
           6    0.215831    0.218765  0.00105301
           7    0.219232    0.218832 0.000904683
           8    0.224065    0.219486  0.00100051
           9    0.219521     0.21949 0.000889348
          10    0.218072    0.219348 0.000811641
          11    0.221444    0.219539   0.0007599
          12    0.217845    0.219397 0.000709553
          13    0.213824    0.218969 0.000773728
          14     0.21668    0.218805 0.000735531
          15    0.220014    0.218886 0.000690894
          16    0.217468    0.218797 0.000653368
          17    0.218797    0.218797 0.000614934
          18    0.215149    0.218595 0.000613257
          19    0.218097    0.218568 0.000581538
          20    0.220221    0.218651 0.000558299
