#   N_BLOCK:  ACCEPTANCE:
           1    0.502301
           2    0.502134
           3    0.502113
           4    0.502044
           5    0.502098
           6    0.502119
           7    0.502165
           8    0.502216
           9    0.502287
          10     0.50226
          11    0.502176
          12    0.502174
          13     0.50216
          14    0.502031
          15    0.502079
          16    0.502109
          17    0.502044
          18     0.50211
          19    0.502139
          20    0.502158
