#   N_BLOCK:  ACCEPTANCE:
           1    0.288819
           2    0.288867
           3      0.2891
           4    0.289197
           5    0.288964
           6    0.288959
           7    0.288998
           8    0.288992
           9     0.28899
          10    0.288765
          11    0.288713
          12     0.28868
          13    0.288706
          14    0.288764
          15    0.288848
          16    0.288844
          17    0.288813
          18    0.288895
          19    0.288908
          20    0.288781
