#   N_BLOCK:  ACCEPTANCE:
           1    0.177393
           2    0.177416
           3    0.177996
           4    0.178019
           5     0.17791
           6     0.17803
           7    0.177884
           8    0.177902
           9    0.178047
          10    0.178144
          11     0.17793
          12    0.177977
          13    0.177822
          14    0.177689
          15    0.177537
          16     0.17756
          17    0.177673
          18    0.177754
          19    0.177778
          20    0.177767
