#   N_BLOCK:  ACCEPTANCE:
           1   0.0365117
           2   0.0367523
           3   0.0367874
           4   0.0365952
           5   0.0365468
           6   0.0363364
           7   0.0360318
           8   0.0361303
           9   0.0363161
          10   0.0363152
          11   0.0362196
          12   0.0360919
          13   0.0363869
          14   0.0362256
          15   0.0361773
          16   0.0360179
          17   0.0358462
          18   0.0360629
          19   0.0357572
          20   0.0359065
