#BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.369636    0.369636           0
           2    0.450185    0.409911   0.0284786
           3    0.466626    0.428816    0.024469
           4    0.446978    0.433356   0.0187683
           5    0.437926     0.43427   0.0150369
           6    0.472583    0.440656   0.0138202
           7    0.409028    0.436137   0.0125628
           8    0.480986    0.441744   0.0121792
           9    0.453512    0.443051    0.010896
          10    0.450127    0.443759   0.0098293
          11    0.421982    0.441779  0.00913292
          12    0.438036    0.441467  0.00837717
          13    0.487886    0.445038  0.00845961
          14    0.435758    0.444375  0.00788128
          15    0.473135    0.446292   0.0075855
          16    0.401557    0.443496  0.00760926
          17    0.428168    0.442595  0.00721488
          18    0.491741    0.445325  0.00731244
          19    0.398203    0.442845   0.0073361
          20    0.448154     0.44311   0.0069741
