#BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.452501    0.452501           0
           2    0.451305    0.451903 0.000422899
           3    0.468336    0.457381  0.00448131
           4    0.470852    0.460749  0.00445003
           5    0.474628    0.463525  0.00434031
           6     0.45119    0.461469  0.00407481
           7     0.46524    0.462008  0.00352813
           8    0.451212    0.460658  0.00333521
           9    0.469372    0.461626  0.00310199
          10    0.446346    0.460098  0.00314574
          11    0.449733    0.459156  0.00299757
          12    0.464298    0.459585  0.00277823
          13    0.462986    0.459846  0.00257681
          14    0.458322    0.459737  0.00239505
          15    0.442426    0.458583  0.00249801
          16    0.469814    0.459285  0.00243851
          17    0.466736    0.459723  0.00233412
          18    0.493267    0.461587  0.00285296
          19    0.462962    0.461659  0.00270372
          20    0.474051    0.462279  0.00263857
