#   N_BLOCK:  ACCEPTANCE:
           1    0.040525
           2   0.0407006
           3   0.0401624
           4   0.0399246
           5   0.0399146
           6   0.0399362
           7   0.0400986
           8   0.0399726
           9   0.0401246
          10   0.0401932
          11   0.0402032
          12   0.0400949
          13   0.0403571
          14   0.0400833
          15   0.0401615
          16    0.040003
          17   0.0398399
          18   0.0399867
          19   0.0396292
          20    0.039706
