#BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1        0.16        0.16           0
           2        0.32        0.24   0.0565685
           3        -0.2   0.0933333    0.125551
           4       -0.12        0.04    0.104881
           5       -0.28      -0.024    0.101572
           6           0       -0.02   0.0847218
           7       -0.04  -0.0228571   0.0726668
           8        0.08       -0.01   0.0647109
           9        0.36   0.0311111   0.0693612
          10        0.32        0.06   0.0681762
          11         0.2   0.0727273   0.0631552
          12       -0.08        0.06   0.0591608
          13           0   0.0553846   0.0547897
          14           0   0.0514286   0.0510188
          15        0.08   0.0533333   0.0476531
          16        0.36      0.0725    0.048376
          17        0.24   0.0823529   0.0465229
          18         0.4         0.1   0.0471666
          19        0.24    0.107368   0.0452561
          20         0.4       0.122   0.0452968
          21         0.2    0.125714   0.0432918
          22        0.16    0.127273   0.0413521
          23        0.16    0.128696   0.0395786
          24        0.08    0.126667   0.0379815
          25        0.04      0.1232   0.0366201
          26        0.24    0.127692   0.0354861
          27        0.24    0.131852   0.0344147
          28        0.04    0.128571   0.0333416
          29         0.2    0.131034   0.0322827
          30         0.2    0.133333   0.0312884
          31        0.08    0.131613   0.0303263
          32        0.24       0.135   0.0295672
          33        0.08    0.133333   0.0287182
          34        0.12    0.132941   0.0278762
          35       -0.04       0.128   0.0275142
          36       -0.04    0.123333   0.0271427
          37           0        0.12    0.026613
          38       -0.32    0.108421   0.0283198
          39       -0.24   0.0994872   0.0289686
          40        -0.2       0.092   0.0291959
          41        0.04   0.0907317   0.0285113
          42        0.28   0.0952381   0.0281864
          43        0.16   0.0967442   0.0275711
          44        0.04   0.0954545   0.0269746
          45        0.12       0.096   0.0263807
          46        0.04   0.0947826   0.0258353
          47       -0.04   0.0919149   0.0254442
          48           0        0.09   0.0249861
          49       -0.12   0.0857143    0.024841
          50       -0.12      0.0816   0.0246826
          51        -0.2   0.0760784   0.0248085
          52       -0.04   0.0738462   0.0244316
          53        0.24   0.0769811    0.024171
          54           0   0.0755556   0.0237654
          55        0.12   0.0763636    0.023347
          56        0.16   0.0778571   0.0229778
          57        0.24   0.0807018   0.0227501
          58         0.2   0.0827586   0.0224506
          59        0.24   0.0854237   0.0222277
          60        0.28   0.0886667   0.0220926
          61        0.04   0.0878689   0.0217448
          62       -0.12   0.0845161    0.021651
          63       -0.12   0.0812698   0.0215493
          64       -0.28    0.075625   0.0219395
          65       -0.16       0.072   0.0218994
          66        0.08   0.0721212   0.0215679
          67        0.04   0.0716418   0.0212513
          68           0   0.0705882   0.0209649
          69        0.12   0.0713043   0.0206733
          70        0.12       0.072   0.0203897
          71        0.12   0.0726761   0.0201137
          72       -0.04   0.0711111   0.0198951
          73        0.16   0.0723288   0.0196598
          74        0.04   0.0718919    0.019399
          75        0.08       0.072   0.0191406
          76       -0.08        0.07    0.018993
          77       -0.04   0.0685714      0.0188
          78       -0.12   0.0661538   0.0187138
          79       -0.36   0.0607595   0.0192387
          80        0.08       0.061   0.0189997
          81        0.52   0.0666667   0.0195919
          82        0.32   0.0697561   0.0195951
          83         0.2   0.0713253   0.0194217
          84        0.16    0.072381   0.0192192
          85        0.16   0.0734118   0.0190207
          86        0.24   0.0753488   0.0188979
          87           0   0.0744828   0.0187005
          88        0.08   0.0745455   0.0184881
          89        0.12   0.0750562   0.0182874
          90        0.08   0.0751111   0.0180843
          91       -0.12    0.072967   0.0180123
          92       -0.04   0.0717391   0.0178583
          93        0.08    0.071828   0.0176665
          94         0.2   0.0731915   0.0175311
          95        0.12   0.0736842   0.0173535
          96       -0.04      0.0725    0.017213
          97        0.12   0.0729897   0.0170426
          98       -0.04   0.0718367   0.0169076
          99           0   0.0711111   0.0167524
         100           0      0.0704      0.0166
         101        0.04    0.070099   0.0164383
         102        0.04   0.0698039   0.0162798
         103        -0.2   0.0671845   0.0163311
         104        0.16   0.0680769   0.0161985
         105        0.04   0.0678095   0.0160464
         106        0.12   0.0683019   0.0159026
         107        0.28   0.0702804   0.0158766
         108        0.16   0.0711111   0.0157513
         109        0.36   0.0737615   0.0158282
         110        0.44   0.0770909   0.0160306
         111        0.12   0.0774775   0.0158909
         112        0.24   0.0789286   0.0158151
         113        0.28    0.080708   0.0157749
         114        0.32    0.082807   0.0157756
         115        0.52   0.0866087     0.01609
         116        0.16   0.0872414   0.0159637
         117        0.24    0.088547   0.0158805
         118        0.44   0.0915254   0.0160228
         119        0.24   0.0927731   0.0159367
         120        0.24       0.094    0.015851
         121        0.32   0.0958678   0.0158297
         122        0.28    0.097377   0.0157717
         123        0.08   0.0972358   0.0156441
         124        -0.2   0.0948387   0.0157006
         125           0     0.09408   0.0155933
         126       -0.08   0.0926984   0.0155306
         127        0.16   0.0932283   0.0154173
         128           0      0.0925   0.0153141
         129       -0.04   0.0914729   0.0152298
         130       -0.12   0.0898462   0.0151993
         131       -0.16   0.0879389   0.0152024
         132           0   0.0872727   0.0151018
         133       -0.04   0.0863158   0.0150186
         134        0.32   0.0880597   0.0150074
         135         0.2   0.0888889   0.0149191
         136        0.12   0.0891176   0.0148112
         137        0.12   0.0893431   0.0147048
         138        0.16   0.0898551   0.0146072
         139        0.24   0.0909353   0.0145419
         140        0.12   0.0911429   0.0144396
         141        0.28   0.0924823   0.0143991
         142        0.32   0.0940845   0.0143866
         143        0.28   0.0953846   0.0143446
         144         0.2   0.0961111   0.0142634
         145        0.08       0.096   0.0141655
         146       -0.04   0.0950685    0.014099
         147         0.2   0.0957823   0.0140212
         148        0.12   0.0959459   0.0139274
         149       -0.12   0.0944966   0.0139091
         150       -0.04      0.0936   0.0138453
         151       -0.16   0.0919205   0.0138551
         152       -0.04   0.0910526   0.0137911
         153       -0.04   0.0901961   0.0137275
         154         0.2   0.0909091   0.0136569
         155        0.04   0.0905806   0.0135727
         156        0.16   0.0910256    0.013493
         157        0.16    0.091465   0.0134142
         158       -0.08   0.0903797   0.0133731
         159       -0.08   0.0893082   0.0133319
         160        0.08     0.08925   0.0132487
         161           0   0.0886957    0.013178
         162        -0.2   0.0869136   0.0132166
         163           0   0.0863804   0.0131463
         164        0.16   0.0868293   0.0130738
         165        0.16   0.0872727    0.013002
         166        0.12   0.0874699   0.0129252
         167        0.12   0.0876647   0.0128493
         168       -0.04   0.0869048   0.0127953
         169        0.04   0.0866272   0.0127226
         170       -0.04   0.0858824   0.0126695
         171        0.12   0.0860819    0.012597
         172        0.12   0.0862791   0.0125253
         173       -0.04   0.0855491   0.0124741
         174       -0.04   0.0848276   0.0124233
         175       -0.04   0.0841143   0.0123728
         176        0.04   0.0838636    0.012305
         177        0.04   0.0836158    0.012238
         178        0.08   0.0835955   0.0121692
         179        0.12   0.0837989    0.012103
         180       -0.08   0.0828889   0.0120699
         181        0.16   0.0833149   0.0120107
         182           0   0.0828571   0.0119534
         183       -0.08   0.0819672   0.0119212
         184       -0.28        0.08   0.0120176
         185       -0.24   0.0782703   0.0120765
         186       -0.32    0.076129   0.0121999
         187       -0.12   0.0750802   0.0121797
         188           0   0.0746809   0.0121215
         189        0.04   0.0744974   0.0120587
         190       -0.04   0.0738947   0.0120103
         191        0.04   0.0737173   0.0119487
         192       -0.04    0.073125   0.0119012
         193       -0.08   0.0723316   0.0118659
         194       -0.24   0.0707216   0.0119135
         195       -0.16   0.0695385    0.011911
         196       -0.16   0.0683673   0.0119076
         197       -0.12   0.0674112   0.0118855
         198       -0.12   0.0664646   0.0118631
         199       -0.12   0.0655276   0.0118405
         200       -0.08      0.0648   0.0118036
         201        -0.2   0.0634826   0.0118182
         202           0   0.0631683   0.0117638
         203       -0.04   0.0626601   0.0117169
         204       -0.08   0.0619608   0.0116803
         205        0.24   0.0628293   0.0116555
         206        0.04   0.0627184   0.0115995
         207        0.12   0.0629952   0.0115467
         208        0.12   0.0632692   0.0114945
         209           0   0.0629665   0.0114435
         210       -0.04   0.0624762   0.0113995
         211       -0.36   0.0604739     0.01152
         212        -0.2   0.0592453   0.0115309
         213       -0.04   0.0587793   0.0114862
         214       -0.12   0.0579439   0.0114629
         215        -0.4    0.055814   0.0116058
         216        -0.4   0.0537037   0.0117423
         217       -0.36   0.0517972    0.011842
         218       -0.04   0.0513761   0.0117951
         219       -0.08   0.0507763   0.0117565
         220       -0.04   0.0503636   0.0117103
         221         0.2   0.0510407   0.0116769
         222           0   0.0508108   0.0116266
         223        0.04   0.0507623   0.0115745
         224        0.28   0.0517857    0.011568
         225        0.12   0.0520889   0.0115206
         226       -0.08   0.0515044   0.0114844
         227       -0.12   0.0507489   0.0114586
         228       -0.16   0.0498246   0.0114456
         229        -0.4   0.0478603   0.0115629
         230        -0.2   0.0467826   0.0115628
         231       -0.24   0.0455411   0.0115792
         232        -0.2   0.0444828   0.0115775
         233        0.28   0.0454936   0.0115719
         234         0.2   0.0461538   0.0115413
         235        0.08   0.0462979    0.011493
         236           0   0.0461017    0.011446
         237        -0.2   0.0450633   0.0114447
         238       -0.24   0.0438655   0.0114592
