#BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1       -0.84       -0.84           0
           2       -0.92       -0.88   0.0282843
           3       -0.92   -0.893333   0.0217732
           4       -0.92        -0.9   0.0173205
           5       -0.92      -0.904   0.0143108
           6       -0.92   -0.906667   0.0121716
           7       -0.92   -0.908571   0.0105808
           8       -0.92       -0.91  0.00935414
           9       -0.92   -0.911111  0.00838052
          10       -0.92      -0.912  0.00758947
          11       -0.92   -0.912727  0.00693427
          12       -0.92   -0.913333  0.00638285
          13       -0.92   -0.913846  0.00591242
          14       -0.92   -0.914286  0.00550642
          15       -0.92   -0.914667  0.00515249
          16       -0.92      -0.915  0.00484123
          17       -0.76   -0.905882  0.00995001
          18       -0.92   -0.906667  0.00942809
          19       -0.92   -0.907368  0.00895795
          20       -0.92      -0.908  0.00853229
          21       -0.92   -0.908571   0.0081451
          22       -0.92   -0.909091  0.00779142
          23       -0.92   -0.909565  0.00746709
          24       -0.92       -0.91   0.0071686
          25       -0.92     -0.9104  0.00689301
          26       -0.92   -0.910769  0.00663778
          27       -0.92   -0.911111  0.00640073
          28       -0.92   -0.911429     0.00618
          29       -0.92   -0.911724  0.00597396
          30       -0.92      -0.912   0.0057812
          31       -0.92   -0.912258  0.00560046
          32       -0.92     -0.9125  0.00543067
          33       -0.92   -0.912727  0.00527086
          34       -0.92   -0.912941  0.00512017
          35       -0.92   -0.913143  0.00497785
          36       -0.92   -0.913333  0.00484322
          37       -0.76   -0.909189  0.00623825
          38       -0.92   -0.909474  0.00608057
          39       -0.92   -0.909744  0.00593064
          40       -0.92       -0.91  0.00578792
          41       -0.92   -0.910244  0.00565189
          42       -0.92   -0.910476  0.00552209
          43       -0.92   -0.910698  0.00539811
          44       -0.92   -0.910909  0.00527956
          45       -0.84   -0.909333  0.00539227
          46       -0.92   -0.909565  0.00528003
          47       -0.92   -0.909787  0.00517235
          48       -0.92       -0.91  0.00506897
          49       -0.92   -0.910204  0.00496963
          50       -0.92     -0.9104  0.00487409
          51       -0.92   -0.910588  0.00478216
          52       -0.92   -0.910769  0.00469362
          53       -0.92   -0.910943  0.00460829
          54       -0.92   -0.911111    0.004526
          55       -0.92   -0.911273  0.00444659
          56       -0.92   -0.911429  0.00436992
          57       -0.92   -0.911579  0.00429584
          58       -0.84   -0.910345  0.00439547
          59       -0.84   -0.909153  0.00447976
          60       -0.92   -0.909333  0.00440875
          61       -0.92   -0.909508  0.00433994
          62       -0.92   -0.909677  0.00427324
          63       -0.92   -0.909841  0.00420855
          64       -0.92       -0.91  0.00414578
          65       -0.92   -0.910154  0.00408485
          66       -0.92   -0.910303  0.00402568
          67       -0.92   -0.910448   0.0039682
          68       -0.92   -0.910588  0.00391233
          69       -0.84   -0.909565  0.00398714
          70       -0.84   -0.908571  0.00405214
          71       -0.84   -0.907606  0.00410855
          72       -0.92   -0.907778  0.00405509
          73       -0.84   -0.906849  0.00410446
          74       -0.92   -0.907027  0.00405284
          75       -0.92     -0.9072  0.00400249
          76       -0.92   -0.907368  0.00395337
          77       -0.92   -0.907532  0.00390543
          78       -0.92   -0.907692  0.00385863
          79       -0.92   -0.907848  0.00381293
          80       -0.92      -0.908  0.00376829
          81       -0.92   -0.908148  0.00372468
          82       -0.92   -0.908293  0.00368206
          83       -0.92   -0.908434   0.0036404
          84       -0.92   -0.908571  0.00359966
          85       -0.92   -0.908706  0.00355982
          86       -0.92   -0.908837  0.00352085
          87       -0.92   -0.908966  0.00348272
          88       -0.92   -0.909091   0.0034454
          89       -0.92   -0.909213  0.00340887
          90       -0.76   -0.907556  0.00375257
          91       -0.68   -0.905055  0.00446747
          92       -0.68   -0.902609  0.00504439
          93       -0.76   -0.901075  0.00521802
          94       -0.76   -0.899574    0.005374
          95       -0.76   -0.898105  0.00551461
          96       -0.76   -0.896667  0.00564169
          97       -0.76   -0.895258  0.00575677
          98       -0.76   -0.893878  0.00586115
          99       -0.76   -0.892525   0.0059559
         100       -0.76     -0.8912  0.00604199
         101       -0.68   -0.889109  0.00633369
         102       -0.76   -0.887843  0.00639683
         103       -0.76   -0.886602  0.00645402
         104       -0.76   -0.885385  0.00650575
         105       -0.76    -0.88419  0.00655247
         106       -0.76   -0.883019  0.00659456
         107       -0.76   -0.881869  0.00663239
         108       -0.76   -0.880741  0.00666629
         109       -0.76   -0.879633  0.00669653
         110       -0.76   -0.878545  0.00672339
         111       -0.76   -0.877477   0.0067471
         112       -0.76   -0.876429   0.0067679
         113       -0.76   -0.875398  0.00678598
         114       -0.76   -0.874386  0.00680154
         115       -0.76   -0.873391  0.00681474
         116       -0.84   -0.873103  0.00676207
         117       -0.84   -0.872821  0.00671019
         118       -0.84   -0.872542  0.00665908
         119       -0.84   -0.872269  0.00660874
         120       -0.84      -0.872  0.00655913
         121       -0.76   -0.871074  0.00656991
         122       -0.84    -0.87082    0.006521
         123       -0.84   -0.870569  0.00647279
         124       -0.84   -0.870323  0.00642528
         125       -0.84    -0.87008  0.00637846
         126       -0.84   -0.869841   0.0063323
         127       -0.84   -0.869606   0.0062868
         128       -0.84   -0.869375  0.00624194
         129       -0.84   -0.869147   0.0061977
         130       -0.84   -0.868923  0.00615408
         131       -0.84   -0.868702  0.00611106
         132       -0.84   -0.868485  0.00606864
         133       -0.84   -0.868271  0.00602678
         134       -0.84    -0.86806   0.0059855
         135       -0.84   -0.867852  0.00594477
         136       -0.84   -0.867647  0.00590459
         137       -0.84   -0.867445  0.00586493
         138       -0.76   -0.866667  0.00587389
         139       -0.76   -0.865899  0.00588154
         140       -0.84   -0.865714  0.00584244
         141       -0.84   -0.865532  0.00580385
         142       -0.84   -0.865352  0.00576576
         143       -0.92   -0.865734  0.00573809
         144       -0.92   -0.866111  0.00571061
         145       -0.84   -0.865931  0.00567406
         146       -0.92   -0.866301  0.00564727
         147       -0.92   -0.866667  0.00562066
         148       -0.92   -0.867027  0.00559422
         149       -0.92   -0.867383  0.00556796
         150       -0.92   -0.867733  0.00554188
         151       -0.92   -0.868079  0.00551598
         152       -0.92   -0.868421  0.00549025
         153       -0.92   -0.868758  0.00546471
         154       -0.92   -0.869091  0.00543934
         155       -0.92   -0.869419  0.00541416
         156       -0.92   -0.869744  0.00538915
         157       -0.92   -0.870064  0.00536433
         158       -0.84   -0.869873  0.00533375
         159       -0.84   -0.869686  0.00530351
         160       -0.84     -0.8695  0.00527361
         161       -0.76    -0.86882  0.00528453
         162       -0.84   -0.868642   0.0052549
         163       -0.84   -0.868466   0.0052256
         164       -0.84   -0.868293  0.00519662
         165       -0.76   -0.867636   0.0052064
         166       -0.76   -0.866988  0.00521526
         167       -0.84   -0.866826  0.00518653
         168       -0.84   -0.866667  0.00515812
         169       -0.84   -0.866509  0.00513001
         170       -0.84   -0.866353   0.0051022
         171       -0.84   -0.866199  0.00507469
         172       -0.84   -0.866047  0.00504747
         173       -0.76   -0.865434  0.00505538
         174       -0.76   -0.864828  0.00506251
         175       -0.76   -0.864229   0.0050689
         176       -0.76   -0.863636  0.00507458
         177       -0.76   -0.863051  0.00507957
         178       -0.76   -0.862472  0.00508392
         179       -0.76   -0.861899  0.00508765
         180       -0.84   -0.861778  0.00506084
         181       -0.84   -0.861657  0.00503431
         182       -0.84   -0.861538  0.00500805
         183       -0.84   -0.861421  0.00498207
         184       -0.84   -0.861304  0.00495635
         185       -0.84   -0.861189   0.0049309
         186       -0.84   -0.861075   0.0049057
         187       -0.84   -0.860963  0.00488076
         188       -0.84   -0.860851  0.00485608
         189       -0.84   -0.860741  0.00483164
         190       -0.84   -0.860632  0.00480744
         191       -0.84   -0.860524  0.00478348
         192       -0.84   -0.860417  0.00475976
         193       -0.92   -0.860725   0.0047451
         194       -0.92   -0.861031  0.00473047
         195       -0.92   -0.861333  0.00471587
         196       -0.92   -0.861633   0.0047013
         197       -0.84   -0.861523  0.00467871
         198       -0.84   -0.861414  0.00465635
         199       -0.84   -0.861307  0.00463419
         200       -0.84     -0.8612  0.00461224
         201       -0.84   -0.861095   0.0045905
         202       -0.84    -0.86099  0.00456897
         203       -0.84   -0.860887  0.00454763
         204       -0.76   -0.860392  0.00455215
         205       -0.76   -0.859902  0.00455621
         206       -0.76   -0.859417  0.00455983
         207       -0.76   -0.858937  0.00456302
         208       -0.76   -0.858462  0.00456581
         209       -0.76    -0.85799   0.0045682
         210       -0.76   -0.857524  0.00457022
         211       -0.84   -0.857441  0.00454931
         212       -0.84   -0.857358   0.0045286
         213       -0.84   -0.857277  0.00450807
         214       -0.84   -0.857196  0.00448773
         215       -0.76   -0.856744  0.00448957
         216       -0.76   -0.856296  0.00449107
         217       -0.92    -0.85659  0.00447996
         218       -0.92   -0.856881  0.00446884
         219       -0.92   -0.857169  0.00445772
         220       -0.84   -0.857091  0.00443814
         221       -0.92   -0.857376  0.00442718
         222       -0.92   -0.857658  0.00441621
         223       -0.92   -0.857937  0.00440525
         224       -0.84   -0.857857  0.00438631
         225       -0.92   -0.858133   0.0043755
         226       -0.92   -0.858407   0.0043647
         227       -0.92   -0.858678  0.00435389
         228       -0.92   -0.858947   0.0043431
         229       -0.92   -0.859214  0.00433231
         230       -0.92   -0.859478  0.00432152
         231       -0.92    -0.85974  0.00431075
         232       -0.92       -0.86  0.00429999
         233       -0.92   -0.860258  0.00428924
         234       -0.92   -0.860513   0.0042785
         235       -0.92   -0.860766  0.00426777
         236       -0.92   -0.861017  0.00425706
         237       -0.92   -0.861266  0.00424637
