#BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.720676   -0.720676           0
           2   -0.720378   -0.720527   0.0001055
           3   -0.720278   -0.720444  9.7708e-05
           4   -0.720426   -0.720439 7.33861e-05
           5    -0.71986   -0.720323 0.000119088
           6   -0.720622   -0.720373 0.000109121
           7   -0.722002   -0.720606 0.000234821
           8   -0.721378   -0.720702 0.000224455
           9   -0.720703   -0.720702 0.000199516
          10   -0.720494   -0.720682 0.000180653
          11    -0.72019   -0.720637 0.000169675
          12   -0.720152   -0.720596 0.000160273
          13   -0.722396   -0.720735 0.000198939
          14   -0.720827   -0.720741 0.000184838
          15   -0.720846   -0.720748 0.000172648
          16   -0.720766    -0.72075 0.000161861
          17   -0.720563   -0.720739  0.00015271
          18   -0.720584    -0.72073 0.000144467
          19   -0.720433   -0.720714 0.000137708
          20   -0.718284   -0.720593 0.000176472
