#BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.499611    0.499611           0
           2    0.504071    0.501841  0.00157662
           3    0.511858     0.50518   0.0029218
           4    0.505547    0.505272  0.00219279
           5    0.500419    0.504301   0.0019573
           6    0.492864    0.502395  0.00238503
           7    0.502416    0.502398  0.00204431
           8    0.495028    0.501477  0.00198553
           9    0.499249    0.501229  0.00178028
          10    0.509085    0.502015  0.00176708
          11    0.491335    0.501044  0.00185405
          12    0.493476    0.500413  0.00180362
          13    0.480446    0.498877  0.00222473
          14     0.49069    0.498292   0.0021413
          15    0.500434    0.498435   0.0020033
          16    0.498581    0.498444  0.00187812
          17    0.494806     0.49823  0.00177979
          18    0.494067    0.497999  0.00169588
          19    0.506312    0.498436   0.0016621
          20    0.488547    0.497942  0.00165091
