#BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1     14.8728     14.8728           0
           2     14.5182     14.6955    0.125384
           3     15.2948     14.8953    0.183295
           4     14.3264     14.7531    0.184571
           5     14.3187     14.6662    0.166854
           6     14.5367     14.6446    0.140435
           7     15.7016     14.7956    0.184478
           8     15.0508     14.8275    0.164154
           9     14.3247     14.7716    0.155131
          10     15.7035     14.8648    0.165253
          11     13.6951     14.7585    0.181241
          12      14.565     14.7424    0.166854
          13     14.3388     14.7113    0.156879
          14     13.9182     14.6547    0.155567
          15      13.341     14.5671    0.168049
          16      14.777     14.5802    0.158057
          17     13.6414      14.525    0.158113
          18     14.3889     14.5174    0.149509
          19     14.7116     14.5276    0.141989
          20     13.8574     14.4941    0.138788
