#BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.422415    0.422415           0
           2     0.41692    0.419668  0.00194281
           3    0.429263    0.422866  0.00291501
           4    0.461528    0.432532  0.00865138
           5     0.41658    0.429341   0.0074863
           6    0.422776    0.428247  0.00631806
           7    0.443006    0.430355  0.00575653
           8    0.434668    0.430894  0.00506214
           9    0.425159    0.430257  0.00453961
          10    0.454969    0.432728  0.00471049
          11    0.434964    0.432932  0.00428665
          12    0.442278    0.433711  0.00399956
          13    0.437838    0.434028  0.00370449
          14    0.436967    0.434238  0.00344582
          15    0.422653    0.433466  0.00330152
          16    0.428953    0.433184  0.00310719
          17    0.450636     0.43421  0.00308936
          18    0.447961    0.434974   0.0030107
          19    0.409802    0.433649  0.00313019
          20    0.439557    0.433945  0.00298759
