#   N_BLOCK:  ACCEPTANCE:
           1    0.140115
           2    0.140197
           3    0.140845
           4    0.140846
           5    0.140961
           6    0.141088
           7    0.141017
           8    0.140987
           9    0.141227
          10    0.141373
          11    0.140941
          12    0.141072
          13    0.140918
          14    0.140614
          15    0.140633
          16    0.140557
          17    0.140494
          18    0.140563
          19    0.140781
          20    0.140876
