#   N_BLOCK:  ACCEPTANCE:
           1    0.107984
           2    0.108303
           3    0.108432
           4    0.108049
           5    0.107571
           6    0.107774
           7    0.107334
           8    0.107647
           9    0.107943
          10    0.107981
          11    0.107998
          12    0.108266
          13    0.108156
          14    0.107805
          15    0.107812
          16     0.10779
          17    0.107803
          18    0.107985
          19    0.107877
          20    0.107743
