#BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1    -0.62092    -0.62092           0
           2   -0.619352   -0.620136 0.000554372
           3   -0.618148   -0.619473 0.000655242
           4   -0.618916   -0.619334 0.000506029
           5   -0.619228   -0.619313 0.000405267
           6    -0.61908   -0.619274 0.000339575
           7     -0.6204   -0.619435 0.000326951
           8   -0.620008   -0.619506 0.000293826
           9   -0.617576   -0.619292 0.000330322
          10    -0.61822   -0.619185 0.000314203
          11   -0.617696   -0.619049 0.000313437
          12   -0.618236   -0.618982 0.000294557
          13   -0.621708   -0.619191 0.000338419
          14   -0.619632   -0.619223 0.000315706
          15   -0.617448   -0.619105 0.000316055
          16   -0.620504   -0.619192 0.000308167
          17    -0.62038   -0.619262 0.000297858
          18    -0.61754   -0.619166 0.000296274
          19   -0.620012   -0.619211 0.000284005
          20   -0.621204    -0.61931 0.000286759
