#   N_BLOCK:  ACCEPTANCE:
           1    0.213027
           2    0.212877
           3    0.213156
           4    0.213227
           5    0.213354
           6     0.21322
           7    0.213096
           8    0.212992
           9    0.213169
          10    0.213077
          11    0.212854
          12    0.212954
          13    0.212985
          14    0.212861
          15    0.212923
          16     0.21296
          17    0.212916
          18    0.212923
          19    0.212949
          20    0.212884
