#BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.356168    0.356168           0
           2    0.359068    0.357618  0.00102527
           3    0.362301    0.359179  0.00144621
           4    0.360616    0.359538  0.00112838
           5    0.360548     0.35974 0.000920597
           6    0.363936    0.360439 0.000998029
           7    0.357721    0.360051 0.000927913
           8     0.36117    0.360191 0.000822396
           9    0.351302    0.359203  0.00118384
          10    0.360423    0.359325  0.00107172
          11    0.364879     0.35983  0.00108674
          12    0.348548     0.35889  0.00134262
          13    0.360679    0.359028  0.00124638
          14    0.359085    0.359032  0.00115736
          15    0.361958    0.359227  0.00109652
          16    0.355335    0.358984  0.00105462
          17    0.357637    0.358904 0.000995551
          18    0.367403    0.359376  0.00104623
          19    0.365349    0.359691  0.00103732
          20    0.364902    0.359951  0.00101765
