#   N_BLOCK:  ACCEPTANCE:
           1    0.469261
           2    0.469182
           3    0.469132
           4    0.469267
           5    0.469321
           6    0.469314
           7    0.469274
           8    0.469264
           9    0.469277
          10    0.469289
          11    0.469216
          12    0.469241
          13    0.469119
          14    0.469033
          15    0.468976
          16    0.468893
          17    0.468893
          18    0.469001
          19     0.46903
          20    0.469042
