#   N_BLOCK:  ACCEPTANCE:
           1   0.0274495
           2   0.0280156
           3   0.0275154
           4   0.0271188
           5   0.0265291
           6   0.0260805
           7   0.0260258
           8   0.0261506
           9   0.0264224
          10   0.0260513
          11   0.0257567
          12   0.0253931
          13   0.0258403
          14    0.025765
          15   0.0259447
          16   0.0258998
          17   0.0259273
          18   0.0259715
          19    0.025813
          20   0.0260715
