#BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1     11.4701     11.4701           0
           2     11.6134     11.5417   0.0506755
           3     10.8966     11.3267    0.178803
           4     11.1736     11.2884    0.138138
           5     12.0592     11.4426    0.176708
           6     11.9238     11.5228    0.164456
           7     12.3985     11.6479    0.182446
           8     11.3829     11.6148    0.162619
           9     11.4234     11.5935    0.145934
          10     11.6962     11.6038    0.131701
          11     11.6845     11.6111    0.119933
          12     10.6322     11.5295    0.134858
          13     10.8631     11.4783    0.133874
          14     10.8164      11.431    0.132395
          15     11.8785     11.4608    0.126885
          16     11.1239     11.4398    0.120689
          17     11.0269     11.4155    0.116008
          18     11.3856     11.4138    0.109575
          19     11.4641     11.4165    0.103839
          20     10.8215     11.3867     0.10282
