#   N_BLOCK:  ACCEPTANCE:
           1    0.191603
           2    0.191622
           3    0.192145
           4    0.192143
           5    0.191761
           6    0.191855
           7    0.191595
           8    0.191536
           9    0.191657
          10    0.191615
          11    0.191464
          12    0.191597
          13    0.191662
          14    0.191632
          15    0.191591
          16    0.191544
          17    0.191591
          18    0.191689
          19    0.191741
          20     0.19175
