#   N_BLOCK:  ACCEPTANCE:
           1    0.511104
           2    0.511032
           3    0.511012
           4    0.511057
           5     0.51112
           6    0.511144
           7     0.51104
           8    0.511099
           9    0.511139
          10     0.51119
          11    0.511078
          12    0.511111
          13    0.511081
          14    0.510918
          15    0.510919
          16    0.510924
          17    0.510897
          18    0.510896
          19    0.510944
          20    0.510914
