#BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.682938   -0.682938           0
           2   -0.682817   -0.682877 4.27092e-05
           3   -0.681648   -0.682467 0.000335755
           4   -0.681186   -0.682147 0.000374619
           5    -0.68133   -0.681984 0.000333416
           6   -0.682997   -0.682153 0.000317728
           7   -0.682496   -0.682202 0.000276098
           8   -0.681597   -0.682126 0.000251727
           9   -0.682366   -0.682153 0.000225169
          10   -0.682811   -0.682219  0.00021206
          11     -0.6809   -0.682099 0.000224117
          12   -0.682132   -0.682102 0.000205458
          13   -0.681501   -0.682055 0.000194781
          14   -0.682082   -0.682057 0.000180877
          15    -0.68151   -0.682021 0.000172463
          16   -0.680163   -0.681905 0.000196919
          17   -0.683522      -0.682 0.000207058
          18   -0.682263   -0.682014 0.000196071
          19   -0.681575   -0.681991 0.000187109
          20    -0.68198   -0.681991 0.000177755
