#BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1     4.44609     4.44609           0
           2     4.36056     4.40332   0.0302392
           3     4.38428     4.39697   0.0208152
           4     4.36043     4.38784   0.0175018
           5     4.46274     4.40282   0.0193795
           6     4.47181     4.41432    0.019261
           7     4.40458     4.41293   0.0165596
           8     4.33822     4.40359    0.016919
           9     4.36172     4.39894   0.0156656
          10     4.42826     4.40187   0.0143709
          11     4.44644     4.40592   0.0136237
          12     4.40371     4.40574   0.0124896
          13     4.47242     4.41086    0.012538
          14     4.38503     4.40902   0.0117774
          15     4.34627     4.40484   0.0117116
          16     4.37074     4.40271   0.0111718
          17     4.55106     4.41143   0.0134996
          18     4.46979     4.41467   0.0131331
          19      4.4016     4.41399   0.0124599
          20      4.5043      4.4185   0.0126287
