#   N_BLOCK:  ACCEPTANCE:
           1   0.0289933
           2   0.0294637
           3   0.0294544
           4    0.029464
           5   0.0292748
           6   0.0291651
           7    0.028871
           8   0.0286022
           9   0.0286826
          10   0.0288476
          11   0.0286858
          12    0.028612
          13   0.0287626
          14   0.0286786
          15   0.0289302
          16   0.0288347
          17   0.0287558
          18   0.0288975
          19   0.0285328
          20   0.0286654
