#BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.204193    0.204193           0
           2    0.207794    0.205994    0.001273
           3    0.209233    0.207073  0.00122368
           4    0.208504    0.207431 0.000968612
           5    0.208054    0.207555 0.000782855
           6    0.201613    0.206565  0.00111487
           7    0.208476    0.206838 0.000988469
           8    0.205848    0.206714 0.000872626
           9     0.20552    0.206582  0.00078569
          10    0.206595    0.206583 0.000707122
          11    0.207545     0.20667 0.000648224
          12    0.204952    0.206527 0.000609815
          13    0.202236    0.206197 0.000646088
          14    0.205591    0.206154 0.000601389
          15    0.206412    0.206171 0.000561542
          16    0.207074    0.206227 0.000529273
          17    0.208397    0.206355 0.000513291
          18    0.203348    0.206188 0.000511237
          19    0.206698    0.206215 0.000485033
          20    0.206483    0.206228 0.000460966
