#   N_BLOCK:  ACCEPTANCE:
           1    0.526003
           2    0.525814
           3    0.525699
           4    0.525618
           5    0.525772
           6    0.525794
           7    0.525583
           8    0.525638
           9    0.525711
          10    0.525737
          11    0.525705
          12    0.525695
          13    0.525753
          14    0.525711
          15    0.525715
          16    0.525665
          17    0.525662
          18    0.525692
          19    0.525699
          20     0.52573
