#   N_BLOCK:  ACCEPTANCE:
           1    0.461762
           2     0.46163
           3    0.461668
           4    0.461971
           5     0.46205
           6    0.461996
           7    0.461993
           8     0.46205
           9    0.462052
          10    0.462012
          11    0.462006
          12     0.46198
          13    0.461865
          14    0.461741
          15    0.461746
          16    0.461671
          17    0.461693
          18    0.461767
          19     0.46175
          20    0.461773
