#   N_BLOCK:  ACCEPTANCE:
           1    0.253009
           2    0.252835
           3    0.253066
           4    0.253178
           5    0.253079
           6    0.252788
           7    0.252783
           8    0.252596
           9    0.252687
          10    0.252574
          11    0.252453
          12    0.252391
          13    0.252384
          14     0.25233
          15    0.252374
          16    0.252397
          17    0.252468
          18    0.252545
          19    0.252613
          20    0.252539
