#BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1       -0.84       -0.84           0
           2       -0.84       -0.84           0
           3       -0.92   -0.866667   0.0217732
           4       -0.92       -0.88        0.02
           5       -0.92      -0.888   0.0175271
           6       -0.84       -0.88   0.0163299
           7       -0.84   -0.874286   0.0149635
           8       -0.76       -0.86   0.0187083
           9       -0.76   -0.848889   0.0196541
          10       -0.76       -0.84   0.0195959
          11       -0.84       -0.84   0.0178145
          12       -0.84       -0.84   0.0163299
          13       -0.84       -0.84   0.0150738
          14       -0.84       -0.84   0.0139971
          15       -0.84       -0.84   0.0130639
          16       -0.84       -0.84   0.0122474
          17       -0.84       -0.84    0.011527
          18       -0.92   -0.844444   0.0117121
          19       -0.92   -0.848421   0.0117514
          20       -0.92      -0.852   0.0116962
          21       -0.92   -0.855238   0.0115788
          22       -0.84   -0.854545   0.0110731
          23       -0.84   -0.853913   0.0106097
          24       -0.84   -0.853333   0.0101835
          25       -0.76     -0.8496   0.0104381
          26       -0.68   -0.843077   0.0119016
          27       -0.84   -0.842963   0.0114613
          28       -0.76       -0.84   0.0114286
          29       -0.92   -0.842759   0.0113625
          30       -0.92   -0.845333   0.0112717
          31       -0.92   -0.847742   0.0111625
          32       -0.92       -0.85   0.0110397
          33       -0.84   -0.849697   0.0107093
          34       -0.84   -0.849412   0.0103981
          35       -0.84   -0.849143   0.0101045
          36       -0.76   -0.846667   0.0101227
          37       -0.84   -0.846486  0.00985072
          38       -0.84   -0.846316  0.00959297
          39       -0.76   -0.844103  0.00959891
          40       -0.84      -0.844  0.00935949
          41       -0.84   -0.843902  0.00913172
          42       -0.84    -0.84381  0.00891477
          43       -0.84   -0.843721  0.00870789
          44       -0.76   -0.841818  0.00871538
          45       -0.68   -0.838222   0.0092338
          46       -0.68   -0.834783  0.00965246
          47       -0.84   -0.834894  0.00944773
          48       -0.84      -0.835   0.0092515
          49       -0.84   -0.835102  0.00906326
          50       -0.84     -0.8352  0.00888252
          51       -0.76   -0.833725  0.00882989
          52       -0.84   -0.833846  0.00866091
          53       -0.84   -0.833962  0.00849828
          54       -0.76   -0.832593  0.00845055
          55       -0.84   -0.832727  0.00829798
          56       -0.84   -0.832857  0.00815082
          57       -0.92   -0.834386  0.00814994
          58       -0.84   -0.834483     0.00801
          59       -0.84   -0.834576  0.00787478
          60       -0.92      -0.836  0.00787119
          61       -0.92   -0.837377  0.00786168
          62       -0.92    -0.83871  0.00784701
          63       -0.92       -0.84  0.00782783
          64       -0.92    -0.84125  0.00780468
          65       -0.92   -0.842462  0.00777808
          66       -0.92   -0.843636  0.00774845
          67       -0.92   -0.844776  0.00771617
          68       -0.92   -0.845882  0.00768158
          69       -0.84   -0.845797  0.00757073
          70       -0.84   -0.845714  0.00746303
          71       -0.84   -0.845634  0.00735835
          72       -0.84   -0.845556  0.00725657
          73       -0.76   -0.844384  0.00725119
          74       -0.84   -0.844324  0.00715344
          75       -0.84   -0.844267  0.00705829
          76       -0.84   -0.844211  0.00696564
          77       -0.84   -0.844156   0.0068754
          78       -0.92   -0.845128  0.00685566
          79       -0.92   -0.846076  0.00683408
          80       -0.92      -0.847  0.00681084
          81       -0.92   -0.847901  0.00678612
          82       -0.92    -0.84878  0.00676008
          83       -0.92   -0.849639  0.00673287
          84       -0.92   -0.850476  0.00670462
          85       -0.92   -0.851294  0.00667545
          86       -0.92   -0.852093  0.00664546
          87       -0.84   -0.851954  0.00657053
          88       -0.84   -0.851818  0.00649727
          89       -0.84   -0.851685  0.00642562
          90       -0.84   -0.851556  0.00635554
          91       -0.84   -0.851429  0.00628697
          92       -0.84   -0.851304  0.00621986
          93       -0.84   -0.851183  0.00615416
          94       -0.84   -0.851064  0.00608984
          95       -0.84   -0.850947  0.00602685
          96       -0.92   -0.851667  0.00600684
          97       -0.84   -0.851546  0.00594612
          98       -0.84   -0.851429  0.00588661
          99       -0.76   -0.850505  0.00589915
         100       -0.84     -0.8504   0.0058411
         101       -0.84   -0.850297  0.00578417
         102       -0.84   -0.850196  0.00572834
         103       -0.84   -0.850097  0.00567358
         104       -0.84       -0.85  0.00561986
         105       -0.84   -0.849905  0.00556715
         106       -0.84   -0.849811  0.00551541
         107       -0.84    -0.84972  0.00546463
         108       -0.84    -0.84963  0.00541477
         109       -0.84   -0.849541  0.00536581
         110       -0.84   -0.849455  0.00531773
         111       -0.84   -0.849369  0.00527051
         112       -0.84   -0.849286  0.00522411
         113       -0.76   -0.848496   0.0052373
         114       -0.76   -0.847719  0.00524857
         115       -0.84   -0.847652  0.00520336
         116       -0.84   -0.847586  0.00515892
         117       -0.84   -0.847521  0.00511523
         118       -0.84   -0.847458  0.00507228
         119       -0.84   -0.847395  0.00503004
         120       -0.84   -0.847333  0.00498851
         121       -0.84   -0.847273  0.00494765
         122       -0.84   -0.847213  0.00490745
         123       -0.84   -0.847154   0.0048679
         124       -0.84   -0.847097  0.00482899
         125       -0.84    -0.84704  0.00479069
         126       -0.84   -0.846984  0.00475299
         127       -0.76   -0.846299  0.00476466
         128       -0.68      -0.845  0.00490137
         129       -0.68   -0.843721   0.0050275
         130       -0.68   -0.842462  0.00514415
         131       -0.84   -0.842443  0.00510491
         132       -0.84   -0.842424  0.00506627
         133       -0.84   -0.842406  0.00502822
         134       -0.84   -0.842388  0.00499072
         135       -0.84    -0.84237  0.00495379
         136       -0.76   -0.841765  0.00495425
         137       -0.68   -0.840584  0.00505684
         138       -0.84    -0.84058  0.00502019
         139       -0.84   -0.840576  0.00498408
         140       -0.84   -0.840571  0.00494848
         141       -0.84   -0.840567  0.00491339
         142       -0.84   -0.840563  0.00487879
         143       -0.84   -0.840559  0.00484467
         144       -0.84   -0.840556  0.00481103
         145       -0.84   -0.840552  0.00477785
         146       -0.84   -0.840548  0.00474513
         147       -0.84   -0.840544  0.00471285
         148       -0.84   -0.840541  0.00468101
         149       -0.84   -0.840537  0.00464959
         150       -0.84   -0.840533   0.0046186
         151       -0.84    -0.84053  0.00458801
         152       -0.92   -0.841053  0.00458752
         153       -0.92   -0.841569  0.00458646
         154       -0.92   -0.842078  0.00458487
         155       -0.84   -0.842065  0.00455531
         156       -0.84   -0.842051  0.00452613
         157       -0.84   -0.842038  0.00449732
         158       -0.92   -0.842532  0.00449584
         159       -0.92   -0.843019  0.00449389
         160       -0.92     -0.8435  0.00449148
         161       -0.92   -0.843975  0.00448865
         162       -0.92   -0.844444  0.00448541
         163       -0.92   -0.844908  0.00448178
         164       -0.76    -0.84439  0.00448425
         165       -0.84   -0.844364  0.00445716
         166       -0.92   -0.844819  0.00445353
         167       -0.92   -0.845269  0.00444956
         168       -0.92   -0.845714  0.00444525
         169       -0.92   -0.846154  0.00444063
         170       -0.92   -0.846588   0.0044357
         171       -0.84    -0.84655  0.00440993
         172       -0.76   -0.846047  0.00441291
         173       -0.84   -0.846012  0.00438754
         174       -0.92   -0.846437  0.00438288
         175       -0.92   -0.846857  0.00437795
         176       -0.84   -0.846818  0.00435324
         177       -0.76   -0.846328   0.0043562
         178       -0.84   -0.846292  0.00433187
         179       -0.84   -0.846257  0.00430781
         180       -0.84   -0.846222  0.00428402
         181       -0.84   -0.846188  0.00426049
         182       -0.84   -0.846154  0.00423721
         183       -0.84    -0.84612  0.00421419
         184       -0.84   -0.846087  0.00419142
         185       -0.84   -0.846054  0.00416889
         186       -0.84   -0.846022  0.00414661
         187       -0.76   -0.845561  0.00414987
         188       -0.84   -0.845532   0.0041279
         189       -0.68   -0.844656  0.00419795
         190       -0.76   -0.844211  0.00419943
         191       -0.76    -0.84377  0.00420053
         192       -0.76   -0.843333  0.00420125
         193       -0.76   -0.842902  0.00420161
         194       -0.76   -0.842474  0.00420162
         195       -0.84   -0.842462   0.0041801
         196       -0.84   -0.842449  0.00415879
         197       -0.84   -0.842437   0.0041377
         198       -0.76    -0.84202  0.00413769
         199       -0.84    -0.84201  0.00411691
         200       -0.76     -0.8416   0.0041167
         201       -0.76   -0.841194  0.00411619
         202       -0.76   -0.840792  0.00411539
         203       -0.84   -0.840788  0.00409512
         204       -0.84   -0.840784  0.00407504
         205       -0.84    -0.84078  0.00405517
         206       -0.84   -0.840777  0.00403548
         207       -0.84   -0.840773  0.00401599
         208       -0.84   -0.840769  0.00399668
         209       -0.84   -0.840766  0.00397756
         210       -0.84   -0.840762  0.00395862
         211       -0.84   -0.840758  0.00393986
         212       -0.84   -0.840755  0.00392128
         213       -0.84   -0.840751  0.00390287
         214       -0.84   -0.840748  0.00388464
         215       -0.76   -0.840372  0.00388468
         216       -0.76       -0.84  0.00388448
         217       -0.76   -0.839631  0.00388403
         218       -0.76   -0.839266  0.00388335
         219       -0.76   -0.838904  0.00388245
         220       -0.68   -0.838182  0.00393142
         221       -0.76   -0.837828  0.00392951
         222       -0.84   -0.837838  0.00391182
         223       -0.92   -0.838206   0.0039116
         224       -0.84   -0.838214  0.00389414
         225       -0.92   -0.838578  0.00389376
         226       -0.92   -0.838938  0.00389316
         227       -0.92   -0.839295  0.00389236
         228       -0.92   -0.839649  0.00389135
         229       -0.92       -0.84  0.00389014
         230       -0.92   -0.840348  0.00388875
         231       -0.92   -0.840693  0.00388717
         232       -0.92   -0.841034  0.00388542
         233       -0.92   -0.841373  0.00388349
         234       -0.92   -0.841709  0.00388141
         235       -0.92   -0.842043  0.00387916
         236       -0.92   -0.842373  0.00387676
         237       -0.92     -0.8427  0.00387422
         238       -0.92   -0.843025  0.00387153
         239       -0.92   -0.843347   0.0038687
         240       -0.92   -0.843667  0.00386574
         241       -0.92   -0.843983  0.00386266
         242       -0.92   -0.844298  0.00385945
         243       -0.92   -0.844609  0.00385612
         244       -0.92   -0.844918  0.00385267
         245       -0.92   -0.845224  0.00384912
         246       -0.92   -0.845528  0.00384545
         247       -0.92    -0.84583  0.00384169
         248       -0.92   -0.846129  0.00383782
         249       -0.92   -0.846426  0.00383386
         250       -0.92    -0.84672   0.0038298
         251       -0.92   -0.847012  0.00382565
         252       -0.92   -0.847302  0.00382142
         253       -0.76   -0.846957  0.00382186
         254       -0.76   -0.846614  0.00382212
         255       -0.92   -0.846902  0.00381795
         256       -0.92   -0.847187   0.0038137
         257       -0.84    -0.84716  0.00379896
         258       -0.84   -0.847132  0.00378434
         259       -0.76   -0.846795  0.00378465
         260       -0.76   -0.846462  0.00378479
         261       -0.76    -0.84613  0.00378476
         262       -0.84   -0.846107  0.00377038
         263       -0.84   -0.846084  0.00375612
         264       -0.76   -0.845758  0.00375602
         265       -0.84   -0.845736  0.00374191
         266       -0.84   -0.845714   0.0037279
         267       -0.84   -0.845693    0.003714
         268       -0.84   -0.845672   0.0037002
         269       -0.84   -0.845651  0.00368651
         270       -0.84    -0.84563  0.00367291
         271       -0.84   -0.845609  0.00365942
         272       -0.84   -0.845588  0.00364602
         273       -0.84   -0.845568  0.00363273
         274       -0.84   -0.845547  0.00361953
         275       -0.84   -0.845527  0.00360642
         276       -0.76   -0.845217  0.00360664
         277       -0.84   -0.845199  0.00359367
         278       -0.84    -0.84518  0.00358079
         279       -0.92   -0.845448  0.00357799
         280       -0.92   -0.845714   0.0035751
         281       -0.92   -0.845979  0.00357214
         282       -0.92   -0.846241   0.0035691
         283       -0.92   -0.846502  0.00356599
